title,source,url,timestamp
Need advice? Carolyn Hax is taking your questions.,Washington Post,https://www.washingtonpost.com/advice/2024/10/25/live-chat-carolyn-hax/,2024-10-25 10:43:03.569629
On political endorsement,Washington Post,https://www.washingtonpost.com/opinions/2024/10/25/washington-post-endorsement/,2024-10-25 10:43:03.569629
"There’s hope for North Koreans, if America acts. Just look at me.",Washington Post,https://www.washingtonpost.com/opinions/2024/10/25/congress-reauthorize-north-korea-human-rights/,2024-10-25 10:43:03.569629
Why Harris’s pitch to Muslim and Arab American voters is failing,Washington Post,https://www.washingtonpost.com/opinions/2024/10/25/harris-muslim-arab-michigan-support-voters-election/,2024-10-25 10:43:03.570629
"Does the truth still count for anything? In 11 days, we’ll find out.",Washington Post,https://www.washingtonpost.com/opinions/2024/10/25/hurricane-helene-aftermath-fema-trump/,2024-10-25 10:43:03.570629
How we came to part ways on the Appalachian Trail,Washington Post,https://www.washingtonpost.com/opinions/2024/10/25/appalachian-trail-parting-hike-parenthood/,2024-10-25 10:43:03.570629
Trump and Harris on the issues: A guide for undecided voters,Washington Post,https://www.washingtonpost.com/opinions/2024/10/25/trump-harris-issues-guide-policies-satire/,2024-10-25 10:43:03.570629
America’s political realignment is catching Democrats flat-footed,Washington Post,https://www.washingtonpost.com/opinions/2024/10/25/politics-realignment-democrats-race-class/,2024-10-25 10:43:03.570629
People are used to seeing death. Why were TMZ’s Liam Payne photos too much?,Washington Post,https://www.washingtonpost.com/opinions/2024/10/25/tmz-liam-payne-death/,2024-10-25 10:43:03.570629
"Lies, intrigue, lawsuits: The last battle for a ‘cursed’ giant emerald",Washington Post,https://www.washingtonpost.com/world/2024/10/25/bahia-emerald-brazil/,2024-10-25 10:43:03.570629
Gas prices are barreling toward a 3-year low as election nears,Washington Post,https://www.washingtonpost.com/business/2024/10/25/gas-prices-election-harris-trump/,2024-10-25 10:43:03.571629
DOJ reaches $100 million settlement with ship owner in Baltimore bridge collapse,Washington Post,https://www.washingtonpost.com/dc-md-va/2024/10/24/doj-settlement-baltimore-bridge-collapse-ship-owner/,2024-10-25 10:43:03.571629
Gaza cease-fire talks set to resume; Iran braces for Israeli retaliation,Washington Post,https://www.washingtonpost.com/world/2024/10/25/israel-iran-war-news-gaza-hamas-lebanon/,2024-10-25 10:43:03.571629
"Biden offers student loan relief for hardships, despite ongoing litigation",Washington Post,https://www.washingtonpost.com/education/2024/10/25/biden-student-loan-forgiveness-financial-hardship/,2024-10-25 10:43:03.571629
Poop statue appears on the National Mall to ‘honor’ Jan. 6 rioters,Washington Post,https://www.washingtonpost.com/dc-md-va/2024/10/24/dc-poop-statue-jan-6-insurrection-national-mall/,2024-10-25 10:43:03.571629
"Struggling with mental health, many turn to AI like ChatGPT for therapy",Washington Post,https://www.washingtonpost.com/business/2024/10/25/ai-therapy-chatgpt-chatbots-mental-health/,2024-10-25 10:43:03.571629
"Beyonce, Taylor Swift, Barbie: ‘Girl culture’ collides with Harris campaign",Washington Post,https://www.washingtonpost.com/politics/2024/10/25/harris-girl-culture-beyonce-taylor-swift-barbie/,2024-10-25 10:43:03.571629
needs a minute,Washington Post,https://www.washingtonpost.com/opinions/2024/10/25/kamala-harris-mistake-weakness-cnn-town-hall/,2024-10-25 10:43:03.572629
AI is transforming weather forecasting. Is the U.S. falling behind?,Washington Post,https://www.washingtonpost.com/weather/2024/10/25/ai-weather-models-helene-milton-forecasts/,2024-10-25 10:43:03.572629
The 9 best places to eat in Silver Spring,Washington Post,https://www.washingtonpost.com/dc-md-va/2024/10/25/best-restaurants-silver-spring/,2024-10-25 10:43:03.572629
College football Week 9 preview: Texas A&M may be building something,Washington Post,https://www.washingtonpost.com/sports/2024/10/25/college-football-games-to-watch/,2024-10-25 10:43:03.572629
D.C. United cuts ties with all its goalkeepers amid roster overhaul,Washington Post,https://www.washingtonpost.com/sports/2024/10/25/dc-united-roster-ally-mackay/,2024-10-25 10:43:03.572629
‘My Name Is Alfred Hitchcock’ is devious genius,Washington Post,https://www.washingtonpost.com/entertainment/movies/2024/10/25/my-name-alfred-hitchcock-documentary/,2024-10-25 10:43:03.573629
A tense ‘Saturday Night Live’ for election 2024,Washington Post,https://www.washingtonpost.com/entertainment/tv/2024/10/23/saturday-night-live-2024-election-political-impersonations/,2024-10-25 10:43:03.573629
"Armand Gamache is on edge in Louise Penny’s new novel, ‘The Grey Wolf’",Washington Post,https://www.washingtonpost.com/books/2024/10/25/louise-penny-gamache-grey-wolf-review/,2024-10-25 10:43:03.573629
Trashed trails and gridlock: Leaf-peepers are overrunning fall destinations,Washington Post,https://www.washingtonpost.com/travel/2024/10/24/leaf-peeping-tourists-closures-vermont-new-hampshire/,2024-10-25 10:43:03.573629
Do you know where Trump and Harris stand on foreign policy? Take our quiz.,Washington Post,https://www.washingtonpost.com/world/interactive/2024/trump-harris-foreign-policy-quiz/,2024-10-25 10:43:03.574629
"In star-studded rally, Obama and Springsteen join Harris before large crowd",Washington Post,https://www.washingtonpost.com/politics/2024/10/24/harris-obama-perry-springsteen/,2024-10-25 10:43:03.574629
Federal judge bars Virginia from purging voters in election’s home stretch,Washington Post,https://www.washingtonpost.com/dc-md-va/2024/10/25/youngkin-voting-law-injunction-noncitizens/,2024-10-25 10:43:03.574629
Her teenage son killed himself after talking to a chatbot. Now she’s suing.,Washington Post,https://www.washingtonpost.com/nation/2024/10/24/character-ai-lawsuit-suicide/,2024-10-25 10:43:03.574629
Biden set to apologize to Native Americans for Indian boarding schools,Washington Post,https://www.washingtonpost.com/investigations/2024/10/24/biden-set-apologize-native-americans-indian-boarding-schools/,2024-10-25 10:43:03.574629
A Civil War soldier didn’t have a tombstone. Two teens just got him one.,Washington Post,https://www.washingtonpost.com/lifestyle/2024/10/25/civil-war-veteran-tombstone-teens/,2024-10-25 10:43:03.574629
"L.A. DA requests resentencing for Menendez brothers, opening path to release",Washington Post,https://www.washingtonpost.com/nation/2024/10/24/menendez-brothers-resentencing-los-angeles/,2024-10-25 10:43:03.575629
Judge permanently blocks law that banned most Ohio abortions. Here’s what to know.,Washington Post,https://www.washingtonpost.com/nation/2024/10/24/ohio-abortion-court-ruling-ban/,2024-10-25 10:43:03.575629
"and Iran champion close ties, but influence is limited",Washington Post,https://www.washingtonpost.com/world/2024/10/25/china-iran-middle-east-conflict/,2024-10-25 10:43:03.575629
Ukrainian incursion in Kursk struggles as Russians retake territory,Washington Post,https://www.washingtonpost.com/world/2024/10/25/ukraine-russia-kursk-attack/,2024-10-25 10:43:03.575629
Al Jazeera rejects Israeli claim that its journalists have militant links,Washington Post,https://www.washingtonpost.com/world/2024/10/24/al-jazeera-idf-accuses-militant-hamas-journalists/,2024-10-25 10:43:03.575629
Israeli strike in south Lebanon kills three journalists,Washington Post,https://www.washingtonpost.com/world/2024/10/25/lebanon-strike-journalists-gaza/,2024-10-25 10:43:03.575629
Is Israel carrying out de facto ethnic cleansing?,Washington Post,https://www.washingtonpost.com/world/2024/10/25/israel-ethnic-cleansing-gaza-settlements/,2024-10-25 10:43:03.575629
This huge lithium mine shows the trade-offs of the clean-energy transition,Washington Post,https://www.washingtonpost.com/climate-environment/2024/10/24/lithium-mine-nevada-tiehms-buckwheat/,2024-10-25 10:43:03.575629
Drought levels across the U.S. are notably high for this time of year,Washington Post,https://www.washingtonpost.com/weather/2024/10/24/us-drought-dry-conditions-east-maps/,2024-10-25 10:43:03.575629
Why a popular theory about climate disasters may be wrong,Washington Post,https://www.washingtonpost.com/climate-environment/interactive/2024/billion-dollar-disasters-climate-change-economy/,2024-10-25 10:43:03.575629
U.N. says only a ‘quantum leap’ can keep global climate goals within reach,Washington Post,https://www.washingtonpost.com/climate-environment/2024/10/24/global-warming-countries-un/,2024-10-25 10:43:03.576630
One of America’s last wild places: Alaska’s Arctic National Wildlife Refuge,Washington Post,https://www.washingtonpost.com/climate-environment/interactive/2024/arctic-national-wildlife-refuge-oil/,2024-10-25 10:43:03.576630
Chains remove onions from menus amid E. coli outbreak linked to McDonald’s,Washington Post,https://www.washingtonpost.com/health/2024/10/24/e-coli-onion-recall-fast-food/,2024-10-25 10:43:03.576630
She threw a 70s-themed ‘cancerversary’ to ‘dance in death’s face’,Washington Post,https://www.washingtonpost.com/lifestyle/2024/10/25/breast-cancer-survivor-cancerversary/,2024-10-25 10:43:03.576630
Pharmacy benefit managers are under fire. What do their lobbyists say?,Washington Post,https://www.washingtonpost.com/politics/2024/10/25/pharmacy-benefit-managers-are-under-fire-what-do-their-lobbyists-say/,2024-10-25 10:43:03.576630
Planning for a better recovery after running a fall marathon,Washington Post,https://www.washingtonpost.com/wellness/2024/10/25/marathon-recovery-strategies/,2024-10-25 10:43:03.576630
How long can you stand on one foot? The answer may predict your fall risk.,Washington Post,https://www.washingtonpost.com/wellness/2024/10/23/balance-loss-sign-aging/,2024-10-25 10:43:03.576630
Striking workers’ pension demand reflects longing for a bygone era,Washington Post,https://www.washingtonpost.com/business/2024/10/25/pensions-boeing/,2024-10-25 10:43:03.576630
Going full expat is complicated and expensive. There’s an easier way.,Washington Post,https://www.washingtonpost.com/business/2024/10/22/digital-nomad-tips-money/,2024-10-25 10:43:03.577629
A new Washington influence industry is making millions from sanctions,Washington Post,https://www.washingtonpost.com/business/interactive/2024/us-sanctions-lobbying-money-washington-lebanon-venezuela/,2024-10-25 10:43:03.577629
"Judge sides with federal regulators, blocks luxury fashion merger",Washington Post,https://www.washingtonpost.com/business/2024/10/24/tapestry-capri-merger-blocked/,2024-10-25 10:43:03.577629
Business etiquette classes boom as people relearn how to act at work,Washington Post,https://www.washingtonpost.com/business/2024/10/24/business-etiquette-classes-boom/,2024-10-25 10:43:03.577629
Elon Musk’s Starlink is set to boom if Trump wins,Washington Post,https://www.washingtonpost.com/technology/2024/10/24/musk-trump-starlink-satellites-election/,2024-10-25 10:43:03.577629
White House orders Pentagon and intel agencies to increase use of AI,Washington Post,https://www.washingtonpost.com/technology/2024/10/24/white-house-ai-nation-security-memo/,2024-10-25 10:43:03.577629
Grieving One Direction fans return to where they last met — online,Washington Post,https://www.washingtonpost.com/technology/2024/10/24/liam-payne-one-direction-fans-online-grief/,2024-10-25 10:43:03.577629
How soon will we have flying taxis? What to know after the FAA ruling.,Washington Post,https://www.washingtonpost.com/technology/2024/10/24/flying-air-taxis-electric-faa-aircraft/,2024-10-25 10:43:03.577629
Nonprofit bashed by Musk disputes his unfounded election meddling claims,Washington Post,https://www.washingtonpost.com/politics/2024/10/24/nonprofit-bashed-by-musk-disputes-his-unfounded-election-meddling-claims/,2024-10-25 10:43:03.577629
She was arrested 24 years ago for eating a fry on the Metro. She’s outraged that child arrests persist.,Washington Post,https://www.washingtonpost.com/dc-md-va/2024/10/24/child-arrest-french-fry-girl-metro/,2024-10-25 10:43:03.577629
Alexandria police release footage of moments leading up to fatal shooting,Washington Post,https://www.washingtonpost.com/dc-md-va/2024/10/24/alexandria-police-fatal-shooting-paul-behan/,2024-10-25 10:43:03.578629
Md. police officer charged with attempted murder in shooting of unarmed man,Washington Post,https://www.washingtonpost.com/dc-md-va/2024/10/24/bowie-officer-charged-attempted-murder/,2024-10-25 10:43:03.578629
"D.C. Council member Vincent C. Gray says he has dementia, won’t cast votes",Washington Post,https://www.washingtonpost.com/dc-md-va/2024/10/24/vince-gray-dc-council-dementia/,2024-10-25 10:43:03.578629
D.C.-area forecast: Bright skies and rain-free days continue for now,Washington Post,https://www.washingtonpost.com/weather/2024/10/25/dc-area-forecast-nice-friday/,2024-10-25 10:43:03.578629
"Stung by the backlash, Ted Leonsis is trying to win back Washington",Washington Post,https://www.washingtonpost.com/sports/2024/10/25/ted-leonsis-washington-capitals-wizards-mystics/,2024-10-25 10:43:03.578629
"For Wizards, an opening night packed with silver linings. Get used to it.",Washington Post,https://www.washingtonpost.com/sports/2024/10/24/wizards-celtics-opening-night/,2024-10-25 10:43:03.579134
A college football fan’s ‘crazy’ goal: See 100 games in person this season,Washington Post,https://www.washingtonpost.com/sports/2024/10/25/michael-barker-college-football-fan/,2024-10-25 10:43:03.579134
Carolyn Hax: One daughter is allergic; the other ‘insists’ on bringing a dog,Washington Post,https://www.washingtonpost.com/advice/2024/10/25/carolyn-hax-allergic-dogs-sister/,2024-10-25 10:43:03.579134
Asking Eric: My ex-wife is lying about me to our kids. They believe her.,Washington Post,https://www.washingtonpost.com/advice/2024/10/25/asking-eric-ex-wife-lies-kids/,2024-10-25 10:43:03.579134
Ask Sahaj: Mother-in-law talks to me like I’m ‘the help’,Washington Post,https://www.washingtonpost.com/advice/2024/10/24/ask-sahaj-mom-in-law-the-help/,2024-10-25 10:43:03.579134
Work Advice: More on contractors who overstep their role,Washington Post,https://www.washingtonpost.com/business/2024/10/24/work-advice-federal-contractor-guidelines/,2024-10-25 10:43:03.579134
Miss Manners: I’m hosting a party for a thing I hate,Washington Post,https://www.washingtonpost.com/advice/2024/10/25/miss-manners-party-friend-house/,2024-10-25 10:43:03.579134
Erik Wemple answers your questions on the media,Washington Post,https://www.washingtonpost.com/opinions/2024/10/14/erik-wemple-media-live-chat/,2024-10-25 10:43:03.579134
"What would Trump do to Social Security? Your election and economy questions, answered.",Washington Post,https://www.washingtonpost.com/business/2024/10/24/harris-trump-economic-plans-questions-answers/,2024-10-25 10:43:03.580139
When will headlines reflect Trump’s deterioration? I answered your questions.,Washington Post,https://www.washingtonpost.com/opinions/2024/10/23/jennifer-rubin-live-chat/,2024-10-25 10:43:03.580139
Cooking chat: Is iodized salt needed in your diet?,Washington Post,https://www.washingtonpost.com/food/2024/10/23/questions-recipe-cooking-advice/,2024-10-25 10:43:03.580139
Soccer Mommy turned down the noise. She needs you to hear these words.,Washington Post,https://www.washingtonpost.com/entertainment/music/2024/10/25/soccer-mommy-sophie-allison-evergreen/,2024-10-25 10:43:03.580139
The high-pressure world of moving priceless museum art,Washington Post,https://www.washingtonpost.com/entertainment/art/2024/10/25/art-movers-museums/,2024-10-25 10:43:03.580139
The political history of Beyoncé,Washington Post,https://www.washingtonpost.com/style/2024/10/25/harris-rally-beyonce-politics/,2024-10-25 10:43:03.580139
"Jack Jones, hitmaking nightclub and ‘Love Boat’ singer, dies at 86",Washington Post,https://www.washingtonpost.com/obituaries/2024/10/24/jack-jones-singer-love-boat-dead-obituary/,2024-10-25 10:43:03.580139
A gorgeous manuscript at a Smithsonian museum shows the brilliance of medieval Persia,Washington Post,https://www.washingtonpost.com/dc-md-va/2024/10/23/great-mongol-shahnama-nmaa/,2024-10-25 10:43:03.580139
The best spooky tales to read this season,Washington Post,https://www.washingtonpost.com/books/2024/10/25/scary-stories-hitchcock-halloween/,2024-10-25 10:43:03.581139
Cate Blanchett and Guy Maddin on their absurd new comedy about the G-7,Washington Post,https://www.washingtonpost.com/entertainment/movies/2024/10/25/cate-blanchett-rumours-guy-maddin/,2024-10-25 10:43:03.581139
A history of Opus Dei — and the conspiracy theories around it,Washington Post,https://www.washingtonpost.com/books/2024/10/23/opus-dei-book-gore-review/,2024-10-25 10:43:03.581139
A man opened a can of tuna on a flight. The internet gasped.,Washington Post,https://www.washingtonpost.com/travel/2024/10/25/tuna-fish-plane-etiquette-tiktok/,2024-10-25 10:43:03.581139
A scaredy-cat’s guide to Universal’s Halloween Horror Nights,Washington Post,https://www.washingtonpost.com/travel/2024/10/24/universal-halloween-horror-nights-2024-review/,2024-10-25 10:43:03.581139
Visiting New York’s island of the dead,Washington Post,https://www.washingtonpost.com/travel/2024/10/22/new-york-tours-hart-island/,2024-10-25 10:43:03.581139
"Get to know nebbiolo, the grape behind some of Italy’s best wines",Washington Post,https://www.washingtonpost.com/food/2024/10/24/nebbiolo-wine-barolo-barbaresco/,2024-10-25 10:43:03.581139
Water fueled Asheville’s flourishing breweries. Then it ravaged them.,Washington Post,https://www.washingtonpost.com/food/2024/10/24/asheville-breweries-hurricane-helene-flood-water-recovery/,2024-10-25 10:43:03.582139
Skillet pork with kale and grapes leans sweet and sour the Italian way,Washington Post,https://www.washingtonpost.com/food/2024/10/24/pork-tenderloin-quick-skillet-dinner-kale/,2024-10-25 10:43:03.582139
Pharmacy benefit managers are under fire. What do their lobbyists say?,Washington Post,https://www.washingtonpost.com/politics/the-briefs-newsletters/health-brief/,2024-10-25 10:43:08.545211
"How two pollsters — one Democrat, one Republican — see the polls",Washington Post,https://www.washingtonpost.com/politics/the-briefs-newsletters/early-brief/,2024-10-25 10:43:08.546211
Nonprofit bashed by Musk disputes his unfounded election meddling claims,Washington Post,https://www.washingtonpost.com/politics/the-briefs-newsletters/tech-brief/,2024-10-25 10:43:08.546211
"Alsobrooks has clear lead in Maryland Senate race, Post-UMD poll finds",Washington Post,https://www.washingtonpost.com/local/maryland/politics/,2024-10-25 10:43:10.851000
"Virginia voters support school cellphone bans, Post-Schar School poll finds",Washington Post,https://www.washingtonpost.com/local/education/,2024-10-25 10:43:10.852002
"Harris leads among Virginia voters, Post-Schar School poll finds",Washington Post,https://www.washingtonpost.com/local/virginia/politics/,2024-10-25 10:43:10.852002
Washington Post Poll Archive,Washington Post,https://www.washingtonpost.com/polling/2019/05/24/washington-post-poll-archive/,2024-10-25 10:43:10.853001
